pin,slack
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/curr_state[0]:Q,17436
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/N_39_i:A,12233
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/N_39_i:B,17521
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/N_39_i:Y,12233
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[32]:ALn,16494
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[32]:CLK,14178
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[32]:D,18655
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[32]:EN,13991
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[32]:Q,14178
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.WDATA_S[32]:SLn,9261
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[11]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[11]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[11]:D,14860
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[11]:Q,18655
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/line[7]:ALn,16494
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/line[7]:CLK,16215
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/line[7]:D,18561
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/line[7]:EN,18301
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/line[7]:Q,16215
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/genblk1.AWADDR_IS_int[12]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/genblk1.AWADDR_IS_int[12]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/genblk1.AWADDR_IS_int[12]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/genblk1.AWADDR_IS_int[12]:EN,18279
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/genblk1.AWADDR_IS_int[12]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0_waddr[10]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0_waddr[10]:CLK,16252
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0_waddr[10]:D,9020
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0_waddr[10]:EN,10035
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/genblk1.pending_wr0_waddr[10]:Q,16252
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[18]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[18]:CLK,13637
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[18]:D,15904
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[18]:Q,13637
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[18]:SLn,2649
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIH6U04[0]:A,17637
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIH6U04[0]:B,17053
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIH6U04[0]:C,15371
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIH6U04[0]:D,10068
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNIH6U04[0]:Y,10068
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/rc_shift[3]:ALn,16494
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/rc_shift[3]:CLK,17545
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/rc_shift[3]:D,17326
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/rc_shift[3]:Q,17545
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/raddr_gray[24]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/raddr_gray[24]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/raddr_gray[24]:D,9522
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/raddr_gray[24]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[60]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[60]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[60]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[60]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[60]:SLn,16176
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wgraynext[9]:A,13456
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wgraynext[9]:B,13415
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wgraynext[9]:Y,13415
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[5]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[5]:CLK,16475
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[5]:D,18380
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[5]:EN,17637
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[5]:Q,16475
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[33]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[33]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[33]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[33]:EN,16416
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[33]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[7]:A,11467
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[7]:B,10294
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[7]:C,17397
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[7]:D,11406
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb_RNO[7]:Y,10294
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[8]:A,14042
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[8]:B,12704
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[8]:C,15205
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[8]:D,14928
top_sb_0/MSS_SMC_0/WDATA_mux_15_m2[8]:Y,12704
top_sb_0/MSS_SMC_0/RDATA_reg[50]:ALn,16494
top_sb_0/MSS_SMC_0/RDATA_reg[50]:CLK,17485
top_sb_0/MSS_SMC_0/RDATA_reg[50]:D,17105
top_sb_0/MSS_SMC_0/RDATA_reg[50]:EN,18286
top_sb_0/MSS_SMC_0/RDATA_reg[50]:Q,17485
top_sb_0/MSS_SMC_0/axi_state_ns_o2[7]:A,14946
top_sb_0/MSS_SMC_0/axi_state_ns_o2[7]:B,14854
top_sb_0/MSS_SMC_0/axi_state_ns_o2[7]:C,14800
top_sb_0/MSS_SMC_0/axi_state_ns_o2[7]:D,14680
top_sb_0/MSS_SMC_0/axi_state_ns_o2[7]:Y,14680
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[0]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[0]:CLK,17757
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[0]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[0]:EN,16767
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[0]:Q,17757
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNITMV54[0]:A,17637
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNITMV54[0]:B,17053
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNITMV54[0]:C,15578
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNITMV54[0]:D,10068
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNITMV54[0]:Y,10068
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync2_wptr[32]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync2_wptr[32]:CLK,16291
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync2_wptr[32]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rsync2_wptr[32]:Q,16291
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rsync1_wptr[11]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rsync1_wptr[11]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rsync1_wptr[11]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rsync1_wptr[11]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WSTRB_M_INPFF1[5]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WSTRB_M_INPFF1[5]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WSTRB_M_INPFF1[5]:D,15240
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WSTRB_M_INPFF1[5]:EN,16416
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WSTRB_M_INPFF1[5]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/AWVALID_IS:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/AWVALID_IS:CLK,16085
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/AWVALID_IS:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/AWVALID_IS:Q,16085
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/U_RDCH_RAM/mem1_mem1_0_0/FF_32:IPENn,
top_sb_0/MSS_SMC_0/sdr_datain_reg[6]:ALn,16494
top_sb_0/MSS_SMC_0/sdr_datain_reg[6]:CLK,
top_sb_0/MSS_SMC_0/sdr_datain_reg[6]:D,14890
top_sb_0/MSS_SMC_0/sdr_datain_reg[6]:Q,
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/un1_pending_wr0_waddr66_i_i_o3_0_a3:A,9625
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/un1_pending_wr0_waddr66_i_i_o3_0_a3:B,8993
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/un1_pending_wr0_waddr66_i_i_o3_0_a3:Y,8993
top_sb_0/OSC_0/I_XTLOSC/U0:CLKOUT,
top_sb_0/OSC_0/I_XTLOSC/U0:XTL,
top_sb_0/MSS_SMC_0/sdr_datain_m1_1[9]:A,15419
top_sb_0/MSS_SMC_0/sdr_datain_m1_1[9]:B,14890
top_sb_0/MSS_SMC_0/sdr_datain_m1_1[9]:C,15270
top_sb_0/MSS_SMC_0/sdr_datain_m1_1[9]:Y,14890
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNII4TC6[11]:B,13151
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNII4TC6[11]:FCI,6647
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNII4TC6[11]:FCO,6647
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNII4TC6[11]:S,6837
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[32]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[32]:CLK,15038
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[32]:D,18380
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[32]:EN,17637
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[32]:Q,15038
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr_RNISO3F8[30]:B,13512
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr_RNISO3F8[30]:FCI,12833
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr_RNISO3F8[30]:FCO,12833
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr_RNISO3F8[30]:S,12979
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.ARADDR_M_INPFF1[26]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.ARADDR_M_INPFF1[26]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.ARADDR_M_INPFF1[26]:D,18584
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.ARADDR_M_INPFF1[26]:EN,16147
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.ARADDR_M_INPFF1[26]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rd_data_c_xhdl44_1_sqmuxa_2:A,13814
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rd_data_c_xhdl44_1_sqmuxa_2:B,13681
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rd_data_c_xhdl44_1_sqmuxa_2:C,15108
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rd_data_c_xhdl44_1_sqmuxa_2:D,13762
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rd_data_c_xhdl44_1_sqmuxa_2:Y,13681
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/BVALID_sync_d_RNIGGV15:A,9072
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/BVALID_sync_d_RNIGGV15:B,1682
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/BVALID_sync_d_RNIGGV15:C,10151
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/BVALID_sync_d_RNIGGV15:Y,1682
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[18]:A,15860
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[18]:B,15822
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[18]:Y,15822
top_sb_0/MSS_SMC_0/sdr_datain_reg[8]:ALn,16494
top_sb_0/MSS_SMC_0/sdr_datain_reg[8]:CLK,
top_sb_0/MSS_SMC_0/sdr_datain_reg[8]:D,14890
top_sb_0/MSS_SMC_0/sdr_datain_reg[8]:Q,
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[32]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[32]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[32]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[32]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[32]:SLn,9115
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wsync1_rptr[27]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wsync1_rptr[27]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wsync1_rptr[27]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wsync1_rptr[27]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[12]:A,15974
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[12]:B,15936
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rgraynext[12]:Y,15936
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[7]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[7]:CLK,12889
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[7]:D,10294
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[7]:Q,12889
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/line[12]:ALn,16494
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/line[12]:CLK,16323
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/line[12]:D,18561
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/line[12]:EN,18301
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/line[12]:Q,16323
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/waddr_gray[20]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/waddr_gray[20]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/waddr_gray[20]:D,15830
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/waddr_gray[20]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_99:B,14366
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_99:C,16291
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_99:FCI,12833
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/Gen_Empty.fifo_empty_xhdl3_0_I_99:FCO,12833
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_160:IPB,
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WSTRB_IS[4]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WSTRB_IS[4]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WSTRB_IS[4]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WSTRB_IS[4]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WSTRB_IS[4]:SLn,9115
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[23]:ALn,16494
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[23]:CLK,16421
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[23]:D,16603
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[23]:EN,346
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHADDR[23]:Q,16421
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[15]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[15]:CLK,13227
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[15]:D,10811
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[15]:Q,13227
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr[15]:SLn,2649
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[5]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[5]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[5]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[5]:EN,16416
top_sb_0/COREAXI_0/genblk3.master_stage0/WDATA_MI[5]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_current_state_RNIOBNG[0]:A,17029
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_current_state_RNIOBNG[0]:B,16930
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_current_state_RNIOBNG[0]:C,16868
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_current_state_RNIOBNG[0]:D,16767
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_current_state_RNIOBNG[0]:Y,16767
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_1/FF_24:IPCLKn,
top_sb_0/MSS_SMC_0/WDATA_reg_RNO[36]:A,15663
top_sb_0/MSS_SMC_0/WDATA_reg_RNO[36]:B,17529
top_sb_0/MSS_SMC_0/WDATA_reg_RNO[36]:Y,15663
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/swap_rd_data_byte[2]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/swap_rd_data_byte[2]:CLK,13922
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/swap_rd_data_byte[2]:D,13250
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/swap_rd_data_byte[2]:Q,13922
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wbinaddr_RNI7UEO5[21]:B,13694
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wbinaddr_RNI7UEO5[21]:FCI,13225
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wbinaddr_RNI7UEO5[21]:FCO,13225
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/wbinaddr_RNI7UEO5[21]:S,13301
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_reg_1_sqmuxa_i:A,17549
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_reg_1_sqmuxa_i:B,17400
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_reg_1_sqmuxa_i:C,17299
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_reg_1_sqmuxa_i:D,12452
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/wvalid_reg_1_sqmuxa_i:Y,12452
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_4:A,13130
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_4:B,17037
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_4:Y,13130
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_1/FF_31:IPENn,
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[4]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[4]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[4]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[4]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[4]:SLn,16176
top_sb_0/MSS_SMC_0/SA[4]:ALn,16494
top_sb_0/MSS_SMC_0/SA[4]:CLK,
top_sb_0/MSS_SMC_0/SA[4]:D,18655
top_sb_0/MSS_SMC_0/SA[4]:Q,
top_sb_0/top_sb_MSS_0/GPIO_GPIO_20_BI_PAD/U_IOINFF:A,
top_sb_0/top_sb_MSS_0/GPIO_GPIO_20_BI_PAD/U_IOINFF:Y,
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[30]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[30]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[30]:D,18655
